,artist,song,genres,year,key,mode,duration,bpm
1738,Nickelback,How You Remind Me,Rock,2001,A♯/B♭,major,3:44,172BPM
1739,Feist,I Feel It All,Pop,2007,D,major,3:39,172BPM
1740,Animal Collective,Leaf House,Rock,2004,C,major,2:43,134BPM
1741,Herbert Grönemeyer,Mensch,Rock,2002,B,minor,4:32,174BPM
1742,Eddie Vedder,Hard Sun,Rock,2007,G♯/A♭,major,5:22,143BPM
1743,Björk,Hidden Place,Pop,2001,A,minor,5:29,150BPM
1744,The Killers,Jenny Was a Friend of Mine,Rock,2004,B,major,4:04,114BPM
1745,Of Montreal,Heimdalsgate Like a Promethean Curse,Pop,2007,E,major,3:15,150BPM
1746,Rich Boy feat. Polow Da Don,Throw Some D's,Hip Hop,2006,,,,
1747,Sleater-Kinney,Jumpers,Rock,2005,B,minor,4:25,146BPM
1748,The Shins,So Says I,Pop,2003,E,minor,2:48,74BPM
1749,Crystal Castles,Untrust Us,Pop,2008,B,minor,3:06,126BPM
1750,Afroman,Because I Got High,Hip Hop,2000,G,major,3:18,166BPM
1751,Queens of the Stone Age,"Sick, Sick, Sick",Rock,2007,F,major,3:35,193BPM
1752,Bubba Sparxxx,Ugly,Hip Hop,2001,F♯/G♭,major,4:25,91BPM
1753,Mogwai,2 Rights Make 1 Wrong,Rock,2001,,,,
1754,Pearl Jam,The Fixer,Rock,2009,F♯/G♭,major,3:28,153BPM
1755,Modest Mouse,3rd Planet,Rock,2000,G,major,3:59,82BPM
1756,Xiu Xiu,I Luv the Valley (OH!),Rock,2004,,,,
1757,No Age,Teen Creeps,Rock,2008,D,major,3:25,126BPM
1758,Cut Copy,Out There on the Ice,Pop,2008,G,minor,4:58,128BPM
1759,Röyksopp,Poor Leno,Dance,2001,A♯/B♭,minor,3:58,124BPM
1760,clor,Love and Pain,Rock,2005,,,,
1761,Florence + The Machine,Rabbit Heart (Raise It Up),Pop,2009,,,,
1762,Roger Sanchez,Another Chance,Dance,2001,D♯/E♭,major,7:33,128BPM
1763,The Hold Steady,Constructive Summer,Rock,2008,E,major,2:56,83BPM
1764,Ghostface Killah feat. Jadakiss,Run,Hip Hop,2003,,,,
1765,Washed Out,Feel It All Around,Pop,2009,G♯/A♭,major,3:12,172BPM
1766,Portishead,We Carry On,Rock,2008,D♯/E♭,major,6:28,127BPM
1767,Noah and the Whale,5 Years Time,Pop,2007,C,major,3:35,122BPM
1768,Radiohead,Where I End and You Begin,Rock,2003,G♯/A♭,major,4:29,121BPM
1769,Franz Ferdinand,The Fallen,Rock,2005,C,major,3:42,113BPM
1770,Chairlift,Bruises,Pop,2008,C,major,4:01,185BPM
1771,Sigur Rós,Glósóli,Rock,2005,G,major,6:16,74BPM
1772,Doves,Black and White Town,Rock,2005,C♯/D♭,major,4:15,172BPM
1773,Poni Hoax,She's on the Radio,Rock,2006,,,,
1774,Big Boi feat. Gucci Mane,Shine Blockas,Hip Hop,2009,,,,
1775,The Mars Volta,The Widow,Rock,2005,A,minor,5:51,106BPM
1776,Wilco,Heavy Metal Drummer,Pop,2002,G,major,3:22,122BPM
1777,Editors,Munich,Rock,2005,G,minor,3:46,149BPM
1778,St Germain,Rose rouge,Dance,2000,F♯/G♭,major,5:19,118BPM
1779,Yo La Tengo,Our Way to Fall,Rock,2000,C,major,4:18,78BPM
1780,Fake Blood,Mars,Dance,2008,B,minor,4:21,126BPM
1781,The Wrens,She Sends Kisses,Rock,2003,F,major,5:57,140BPM
1782,Spinto Band,Oh Mandy,Pop,2005,,,,
1783,Catupecu Machu,Y lo que quiero es que pises sin el suelo,Rock,2000,B,major,3:12,137BPM
1784,Sleater-Kinney,Entertain,Rock,2005,B,minor,4:56,144BPM
1785,The Dears,Lost in the Plot,Rock,2003,B,minor,4:50,122BPM
1786,Björk,New World,Pop,2000,G♯/A♭,major,4:22,146BPM
1787,Delorean,Seasun,Dance,2009,A♯/B♭,major,4:29,120BPM
1788,Godspeed You! Black Emperor,Storm,Rock,2000,,,,
1789,Superpitcher,Heroin,Dance,2001,A♯/B♭,minor,7:01,128BPM
1790,Bat for Lashes,What's a Girl to Do?,Pop,2006,,,,
1791,Franz Ferdinand,Michael,Rock,2004,F♯/G♭,minor,3:21,158BPM
1792,Freeway feat. Jay-Z and Beanie Sigel,What We Do,Hip Hop,2002,,,,
1793,Cosmo Vitelli,Party Day,Dance,2001,F♯/G♭,minor,3:36,115BPM
1794,Mastodon,Oblivion,Rock,2009,F,minor,5:47,132BPM
1795,Nick Cave & The Bad Seeds,As I Sat Sadly by Her Side,Pop,2001,,,,
1796,Belle and Sebastian,I'm Waking Up to Us,Pop,2001,,,,
1797,Interpol,The Heinrich Maneuver,Rock,2007,E,minor,3:29,137BPM
1798,Âme,Rej,Dance,2005,C♯/D♭,major,7:59,126BPM
1799,TTC,Dans le club,Hip Hop,2004,B,major,0:42,94BPM
1800,Miike Snow,Animal,Pop,2009,F♯/G♭,minor,4:23,118BPM
1801,Red Hot Chili Peppers,Dani California,Rock,2006,C,major,4:42,96BPM
1802,Death Cab for Cutie,I Will Follow You into the Dark,Pop,2005,F,major,3:09,78BPM
1803,Silversun Pickups,Lazy Eye,Rock,2006,E,major,5:54,127BPM
1804,Art Brut,Emily Kane,Rock,2005,G,major,2:44,164BPM
1805,PJ Harvey,This Is Love,Rock,2000,C,major,3:47,112BPM
1806,Mocky,Sweet Music,Pop,2001,,,,
1807,Javiera Mena,Sol de Invierno,Pop,2006,A,major,4:25,180BPM
1808,Laurent Garnier,The Man with The Red Face,Dance,2000,D♯/E♭,major,3:35,132BPM
1809,Lil' Kim Feat. Mr. Cheeks,The Jump-Off,Hip Hop,2003,,,,
1810,Booka Shade,Mandarine Girl,Dance,2005,F♯/G♭,minor,3:38,128BPM
1811,Jens Lekman,The Opposite of Hallelujah,Pop,2005,C,major,4:22,141BPM
1812,Björk,Cocoon,Pop,2001,C♯/D♭,major,4:28,128BPM
1813,Goldfrapp,Utopia,Pop,2000,D,minor,4:18,91BPM
1814,Vampire Weekend,Horchata,Pop,2009,C,major,3:27,120BPM
1815,Triángulo de Amor Bizarro,El fantasma de la transición,Rock,2007,F♯/G♭,minor,3:18,109BPM
1816,Ghostface Killah,Shakey Dog,Hip Hop,2006,E,major,3:45,84BPM
1817,"The Good, the Bad & the Queen",Herculean,Rock,2006,,,,
1818,Matias Aguayo,Minimal,Dance,2008,A♯/B♭,minor,6:34,127BPM
1819,Simian Mobile Disco,It's the Beat,Dance,2007,,,,
1820,Isolée,Schrapnell,Dance,2005,,,,
1821,College feat. Electric Youth,A Real Hero,Pop,2009,,,,
1822,Julieta Venegas,Lento,Pop,2003,F,major,4:03,144BPM
1823,E-40 feat. Keak Da Sneak,Tell Me When to Go,Hip Hop,2006,,,,
1824,The Gaslight Anthem,The '59 Sound,Rock,2008,A♯/B♭,major,3:10,168BPM
1825,Avi Buffalo,What's in It For?,Pop,2009,,,,
1826,Gorillaz,19/2000,Rock,2001,,,,
1827,Pearl Jam,World Wide Suicide,Rock,2006,G,major,3:16,163BPM
1828,The Strokes,The End Has No End,Rock,2003,C♯/D♭,major,3:06,136BPM
1829,Audion,Mouth to Mouth,Dance,2006,C♯/D♭,major,12:55,125BPM
1830,Primal Scream,Miss Lucifer,Rock,2002,A♯/B♭,minor,2:49,128BPM
1831,The Notwist,One with the Freaks,Pop,2002,E,major,3:39,128BPM
1832,The Bravery,An Honest Mistake,Rock,2005,D,minor,3:40,140BPM
1833,M.I.A.,Bird Flu,Hip Hop,2006,B,minor,3:24,114BPM
1834,Francis Cabrel,La Robe et l'echelle,Pop,2008,,,,
1835,The White Stripes,Hello Operator,Rock,2000,A♯/B♭,major,2:36,95BPM
1836,Pauline Croze,T'es Beau,Pop,2005,,,,
1837,The Sleepy Jackson,Rain Falls For Wind,Pop,2003,F♯/G♭,minor,4:03,126BPM
1838,Maxïmo Park,Books from Boxes,Rock,2007,F,major,3:29,96BPM
1839,Idlewild,You Held the World in Your Arms,Rock,2002,C♯/D♭,minor,3:22,133BPM
1840,Caparezza,Fuori dal tunnel,Hip Hop,2003,G,major,5:10,92BPM
1841,Wilco,War on War,Rock,2002,A,major,3:48,131BPM
1842,My Chemical Romance,Teenagers,Rock,2006,E,major,2:42,112BPM
1843,OutKast feat. Killer Mike,The Whole World,Hip Hop,2001,,,,
1844,The Microphones,The Moon,Rock,2001,G,major,5:17,150BPM
1845,Das Bo,"Türlich, türlich (Sicher, dicker)",Hip Hop,2000,,,,
1846,The Plan,Mon amour,Rock,2001,,,,
1847,Matthew Dear,Dog Days,Dance,2003,,,,
1848,Kings of Leon,Red Morning Light,Rock,2003,A,major,2:59,161BPM
1849,N.O.R.E. [Noreaga],Nothin',Hip Hop,2002,,,,
1850,Kanye West feat. Syleena Johnson,All Falls Down,Hip Hop,2004,,,,
1851,Dominique A.,Pour la peau,Pop,2001,,,,
1852,Shackleton,Blood on My Hands,Dance,2006,F♯/G♭,minor,7:30,140BPM
1853,The Hellacopters,By the Grace of God,Rock,2002,E,major,3:05,154BPM
1854,Dinosaur Jr.,Almost Ready,Rock,2007,G,major,3:08,160BPM
1855,The Hidden Cameras,Ban Marriage,Pop,2003,F♯/G♭,major,4:22,155BPM
1856,International Pony,Leaving Home,Pop,2002,G♯/A♭,major,3:20,124BPM
1857,Spiritualized,Stop Your Crying,Rock,2001,C,major,5:14,146BPM
1858,Norah Jones,Come Away with Me,Pop,2002,C,major,3:18,80BPM
1859,Clipse,Trill,Hip Hop,2006,,,,
1860,Martha Wainwright,Bloody Mother Fucking Asshole,Pop,2004,D,major,3:14,176BPM
1861,Eminem,Mosh,Hip Hop,2004,A♯/B♭,minor,5:18,73BPM
1862,Stars,Elevator Love Letter,Pop,2003,C,major,4:03,102BPM
1863,Pulp,The Trees,Pop,2001,F♯/G♭,major,4:52,110BPM
1864,The Joy Formidable,Whirring,Rock,2009,D,major,6:47,145BPM
1865,No Age,Eraser,Rock,2008,D,major,2:41,199BPM
1866,Kate Bush,King of the Mountain,Pop,2005,A♯/B♭,major,4:52,150BPM
1867,Snoop Dogg feat. B-Real,Vato,Hip Hop,2006,,,,
1868,Radiohead,2+2=5,Rock,2003,,,,
1869,The Coral,Don't Think You're the First,Rock,2003,,,,
1870,Razorlight,Golden Touch,Rock,2004,C♯/D♭,minor,3:30,95BPM
1871,Rammstein,Mein Teil,Rock,2004,A♯/B♭,major,4:32,88BPM
1872,The Hives,Tick Tick Boom,Rock,2007,A,minor,3:25,135BPM
1873,Belle and Sebastian,Your Cover's Blown,Pop,2004,,,,
1874,Radiohead,Motion Picture Soundtrack,Pop,2000,G,major,3:20,94BPM
1875,Sia,Breathe Me,Pop,2004,C,major,4:35,120BPM
1876,Augie March,One Crowded Hour,Pop,2006,A,major,4:50,115BPM
1877,Broder Daniel,Shoreline,Rock,2003,G,minor,4:20,113BPM
1878,Audioslave,Like a Stone,Rock,2002,G,minor,4:54,108BPM
1879,Miranda Lambert,Kerosene,Rock,2005,G,major,3:06,127BPM
1880,Superpitcher,Tomorrow,Dance,2001,,,,
1881,Lambchop,The Old Gold Shoe,Pop,2000,A,major,6:21,135BPM
1882,The Weakerthans,Left and Leaving,Rock,2000,B,major,4:46,117BPM
1883,Julieta Venegas,Me voy,Pop,2006,D,major,3:09,108BPM
1884,Jimmy Eat World,Sweetness,Rock,2001,F,major,3:41,135BPM
1885,Tiga & Zyntherius,Sunglasses at Night,Dance,2001,,,,
1886,Playgroup,Make It Happen,Pop,2000,E,major,4:03,126BPM
1887,DJ Marky & XRS,LK,Dance,2002,,,,
1888,Jens Lekman,A Postcard to Nina,Pop,2007,D,major,5:01,179BPM
1889,The Strokes,What Ever Happened?,Rock,2003,B,major,2:50,116BPM
1890,T.I.,Rubber Band Man,Hip Hop,2003,D♯/E♭,major,4:35,154BPM
1891,Interpol,Untitled,Rock,2002,G♯/A♭,major,3:57,92BPM
1892,Dido,White Flag,Pop,2003,F,major,4:01,170BPM
1893,Pharrell Williams feat. Gwen Stefani,Can I Have It Like That,Hip Hop,2005,,,,
1894,Franz Ferdinand,No You Girls,Rock,2009,D,minor,3:40,105BPM
1895,Tomte,Ich sang die ganze Zeit von dir,Rock,2006,C♯/D♭,minor,4:23,154BPM
1896,N*E*R*D,Rock Star,Rock,2002,,,,
1897,Khia,"My Neck, My Back (Lick It)",Hip Hop,2001,A,minor,3:43,102BPM
1898,Port O'Brien,I Woke Up Today,Rock,2008,,,,
1899,Soulja Boy,Crank That (Soulja Boy),Hip Hop,2007,C,major,3:43,140BPM
1900,Guns N' Roses,Better,Rock,2008,C♯/D♭,minor,4:57,98BPM
1901,Modest Mouse,The World at Large,Rock,2004,F♯/G♭,major,4:33,77BPM
1902,Ying Yang Twins,Wait (The Whisper Song),Hip Hop,2005,G,major,2:59,102BPM
1903,Lily Allen,Not Fair,Pop,2009,F,major,3:21,121BPM
1904,Sébastien Tellier,Divine,Pop,2008,C,minor,3:09,142BPM
1905,El-P,Deep Space 9mm,Hip Hop,2002,F,major,3:47,114BPM
1906,LFO,Freak,Dance,2003,B,minor,5:04,135BPM
1907,The Kooks,Seaside,Pop,2006,C♯/D♭,major,1:40,130BPM
1908,Håkan Hellström,"Kom igen, Lena!",Pop,2002,,,,
1909,Crystal Castles,Courtship Dating,Pop,2008,C,minor,3:30,120BPM
1910,Babyshambles,Killamangiro,Rock,2004,G,major,3:13,110BPM
1911,Radiohead,Like Spinning Plates,Pop,2001,C♯/D♭,minor,3:57,138BPM
1912,Guns N' Roses,Chinese Democracy,Rock,2008,D,major,4:43,134BPM
1913,Junior Boys,Teach Me How to Fight,Pop,2004,G,major,5:32,150BPM
1914,Rufus Wainwright,Oh What a World,Pop,2003,F,major,4:23,100BPM
1915,Oasis,The Shock of the Lightning,Rock,2008,B,minor,5:10,137BPM
1916,The Russian Futurists,Let's Get Ready to Crumble,Pop,2003,,,,
1917,Terror Squad,Lean Back,Hip Hop,2004,C♯/D♭,major,4:07,95BPM
1918,Tool,Schism,Rock,2001,A,minor,6:44,107BPM
1919,TV on the Radio,Halfway Home,Rock,2008,E,major,5:32,160BPM
1920,Local Natives,Airplanes,Pop,2009,D,major,3:58,96BPM
1921,The Rakes,22 Grand Job,Rock,2004,B,minor,1:47,163BPM
1922,Rufus Wainwright,Cigarettes and Chocolate Milk,Pop,2001,E,major,4:42,98BPM
1923,Kasabian,Empire,Rock,2006,E,minor,3:53,120BPM
1924,Superpitcher,Happiness,Dance,2004,C,minor,6:44,126BPM
1925,Saint Etienne,How We Used to Live,Pop,2000,B,minor,9:02,130BPM
1926,"Raekwon feat. Inspectah Deck, Ghostface Killah, & Method Man",House of Flying Daggers,Hip Hop,2009,,,,
1927,Digitalism,Zdarlight,Dance,2005,A,minor,5:41,124BPM
1928,T.I.,Whatever You Like,Hip Hop,2008,C,major,3:40,150BPM
1929,Air,Alone in Kyoto,Pop,2004,C,major,4:51,180BPM
1930,Lightning Bolt,Dracula Mountain,Rock,2003,C♯/D♭,major,5:11,188BPM
1931,The Flaming Lips,Silver Trembling Hands,Rock,2009,D,minor,4:00,160BPM
1932,Leonard Cohen,In My Secret Life,Pop,2001,F,major,4:53,82BPM
1933,British Sea Power,Waving Flags,Rock,2008,G,major,4:08,142BPM
1934,Babasónicos,El Loco,Rock,2001,B,minor,3:04,113BPM
1935,Slipknot,Left Behind,Rock,2001,F♯/G♭,major,4:01,157BPM
1936,Kanye West feat. Consequence and Cam'ron,Gone,Hip Hop,2005,,,,
1937,Antony and The Johnsons,Bird Gerhl,Pop,2005,C♯/D♭,major,3:14,72BPM
1938,Patrick Wolf,The Libertine,Pop,2005,F♯/G♭,major,4:25,130BPM
1939,Beirut,Nantes,Pop,2007,C♯/D♭,major,3:50,131BPM
1940,The Felice Brothers,Frankie's Gun!,Rock,2008,,,,
1941,System of a Down,Aerials,Rock,2001,C,minor,3:55,79BPM
1942,The Radio Dept.,Where Damage Isn't Already Done,Rock,2004,,,,
1943,Shout Out Louds,Impossible,Pop,2007,G,major,6:48,123BPM
1944,"DJ Khaled feat. Akon, T.I., Rick Ross, Fat Joe, Baby, Lil Wayne",We Takin' Over,Hip Hop,2007,,,,
1945,Out Hud,"Hair Dude, You're Stepping on My Mystique",Rock,2002,,,,
1946,Depeche Mode,Freelove,Pop,2001,,,,
1947,Caesars Palace,Jerk It Out,Pop,2002,,,,
1948,Antony and The Johnsons,You Are My Sister,Pop,2005,G♯/A♭,major,4:00,161BPM
1949,Spoon,Written in Reverse,Rock,2009,F,major,4:19,102BPM
1950,D4L,Laffy Taffy,Hip Hop,2005,C,minor,3:44,78BPM
1951,Radiohead,Knives Out,Rock,2001,D,minor,4:15,137BPM
1952,Simian Mobile Disco,I Believe,Pop,2007,F♯/G♭,major,3:16,97BPM
1953,Young Jeezy feat. Jay-Z,Go Crazy,Hip Hop,2005,,,,
1954,Interpol,Rest My Chemistry,Rock,2007,B,minor,5:01,150BPM
1955,PJ Harvey,Big Exit,Rock,2000,D,minor,3:51,126BPM
1956,My Morning Jacket,Off the Record,Rock,2005,F♯/G♭,major,5:34,139BPM
1957,Jay-Z feat. Rihanna & Kanye West,Run This Town,Hip Hop,2009,,,,
1958,Fettes Brot,Schwule Mädchen,Hip Hop,2001,D,major,3:24,140BPM
1959,The Fiery Furnaces,Here Comes the Summer,Pop,2005,F,major,3:30,128BPM
1960,The Moldy Peaches,Anyone Else But You,Pop,2001,G,major,2:57,73BPM
1961,J-Kwon,Tipsy,Hip Hop,2004,,,,
1962,Mercury Rev,The Dark Is Rising,Rock,2001,F,major,4:52,135BPM
1963,"P. Diddy, Black Rob & Mark Curry",Bad Boy for Life,Hip Hop,2001,,,,
1964,Shakira,"Whenever, Wherever",Pop,2001,C♯/D♭,minor,3:16,108BPM
1965,Clipse feat. Pharrell,Mr. Me Too,Hip Hop,2006,,,,
1966,Cat Power,I Believe in You,Rock,2008,A,major,4:08,149BPM
1967,Antony and The Johnsons,Another World,Pop,2009,A,major,4:00,107BPM
1968,Killer Mike,That's Life,Hip Hop,2006,,,,
1969,Zoot Woman,Living in a Magazine,Pop,2001,D,major,4:09,134BPM
1970,The Shins,Caring Is Creepy,Pop,2001,D,major,3:20,95BPM
1971,DJ Koze aka Adolf Noise,Zuviel Zeit?,Dance,2005,,,,
1972,The Distillers,Drain the Blood,Rock,2003,C,major,3:10,169BPM
1973,Los Planetas,Reunión en la cumbre,Rock,2007,,,,
1974,Groove Armada,Superstylin',Dance,2001,A,major,6:00,129BPM
1975,Jay-Z feat. Beanie Sigel,Ignorant Shit,Hip Hop,2007,,,,
1976,Ryan Adams,La Cienega Just Smiled,Pop,2001,D♯/E♭,major,5:01,137BPM
1977,The Embassy,It Never Entered My Mind,Pop,2002,,,,
1978,Café Tacvba,Mediodía,Rock,2003,,,,
1979,TV on the Radio,DLZ,Rock,2008,G♯/A♭,minor,3:49,176BPM
1980,Peaches,Lovertits,Dance,2000,A,minor,4:44,120BPM
1981,Andrés Calamaro,Estadio Azteca,Rock,2004,G,major,3:38,142BPM
1982,I'm from Barcelona,We're from Barcelona,Pop,2006,,,,
1983,The Fratellis,Flathead,Rock,2006,C,major,3:17,105BPM
1984,Radiohead,Videotape,Pop,2007,A,major,4:40,77BPM
1985,Miss Kittin,Requiem for a Hit,Dance,2004,C,minor,5:12,140BPM
1986,Radiohead,Bodysnatchers,Rock,2007,D,major,4:02,167BPM
1987,Black Lips,Katrina,Rock,2007,,,,
1988,Stupeflip,Je fume pu d'shit,Pop,2002,,,,
1989,Jack White & Alicia Keys,Another Way to Die,Rock,2008,,,,
1990,Lady Sovereign,Random,Hip Hop,2005,G♯/A♭,minor,3:50,107BPM
1991,Drake feat. Trey Songz & Lil Wayne,Successful,Hip Hop,2009,,,,
1992,Wolfmother,Dimension,Rock,2005,B,minor,4:21,142BPM
1993,Ratatat,Seventeen Years,Rock,2003,F,major,4:26,116BPM
1994,Toktok vs. Soffy O.,Day of Mine (Ludicrous Idiot),Pop,2002,,,,
1995,Three 6 Mafia feat. UGK and Project Pat,Sippin' on Some Syrup,Hip Hop,2000,,,,
1996,Joey Ramone,What a Wonderful World,Rock,2002,F,major,2:24,84BPM
1997,Grace Jones,Corporate Cannibal,Pop,2008,F,major,5:56,146BPM
1998,Silversun Pickups,Panic Switch,Rock,2009,F,minor,5:44,199BPM
1999,Étienne de Crécy,Scratched,Dance,2001,F♯/G♭,major,4:04,110BPM
2000,Thom Yorke,Black Swan,Rock,2006,C,major,4:50,101BPM
2001,The Prodigy,Omen,Dance,2009,G,major,3:36,140BPM
2002,Azari & III,Reckless with Your Love,Dance,2009,,,,
2003,Seu Jorge,Life on Mars?,Rock,2004,A♯/B♭,major,3:29,124BPM
2004,Telepathe,So Fine,Pop,2009,G,major,3:29,130BPM
2005,Fatboy Slim,Sunset (Bird of Prey),Dance,2000,D,major,6:56,126BPM
2006,FannyPack,Cameltoe,Hip Hop,2003,D,major,3:17,130BPM
2007,Band of Horses,No One's Gonna Love You,Rock,2007,,,,
2008,Okkervil River,Unless It's Kicks,Rock,2007,,,,
2009,SebastiAn,Ross Ross Ross,Dance,2006,C♯/D♭,major,3:40,126BPM
2010,Spoon,Small Stakes,Rock,2002,E,major,3:01,160BPM
2011,Plain White T's,Hey There Delilah,Pop,2006,,,,
2012,Built to Spill,Goin' Against Your Mind,Rock,2006,G,major,8:42,187BPM
2013,Christina Rosenvinge,La distancia adecuada,Pop,2008,C,major,4:17,83BPM
2014,Cake,Short Skirt/Long Jacket,Rock,2001,,,,
2015,Justus Köhncke,Was ist Musik?,Dance,2002,E,minor,4:56,127BPM
2016,Joker,Digidesign,Dance,2009,B,minor,4:11,140BPM
2017,Björk feat. Antony Hegarty,The Dull Flame of Desire,Pop,2007,,,,
2018,Manu Chao,Rainin in Paradize,Rock,2007,G,minor,3:41,180BPM
2019,MIA.,Hungriges Herz,Pop,2004,F,major,4:21,135BPM
2020,The Darkness,Get Your Hands Off My Woman,Rock,2003,F,major,2:46,152BPM
2021,Frightened Rabbit,The Modern Leper,Rock,2008,D,major,3:48,112BPM
2022,Eagles of Death Metal,I Only Want You,Rock,2004,A,major,2:49,174BPM
2023,Public Enemy,Harder Than You Think,Hip Hop,2007,B,minor,4:10,104BPM
2024,Mathew Jonson,Marionette,Dance,2005,B,major,11:21,129BPM
2025,Basement Jaxx,Jus 1 Kiss,Dance,2001,G♯/A♭,major,4:26,126BPM
2026,Miranda!,Don,Pop,2004,,,,
2027,Placebo,The Bitter End,Rock,2003,D♯/E♭,minor,3:12,186BPM
2028,Ghostface Killah feat. U-God,Cherchez La Ghost,Hip Hop,2000,,,,
2029,Queens of the Stone Age,Make It Wit Chu,Rock,2007,A,major,4:50,92BPM
2030,The Decemberists,16 Military Wives,Pop,2005,E,major,4:53,92BPM
2031,Bloc Party,I Still Remember,Rock,2007,A♯/B♭,major,4:21,140BPM
2032,The Magic Numbers,Forever Lost,Pop,2005,E,major,4:17,148BPM
2033,Marit Larsen,Don't Save Me,Pop,2006,,,,
2034,Max Tundra,MBGATE,Pop,2002,A♯/B♭,major,2:27,127BPM
2035,Explosions in the Sky,Your Hand in Mine,Rock,2003,E,major,8:17,115BPM
2036,Wilco,At Least That's What You Said,Rock,2004,,,,
2037,Sleater-Kinney,One Beat,Rock,2002,D,major,3:09,166BPM
2038,OutKast feat. Sleepy Brown,The Way You Move,Hip Hop,2003,,,,
2039,Markus Krunegård,Jag är en vampyr,Rock,2008,G,major,4:18,165BPM
2040,The Dø,On My Shoulders,Pop,2008,A,minor,5:19,116BPM
2041,Lupe Fiasco feat. Matthew Santos,Superstar,Hip Hop,2007,,,,
2042,Death Cab for Cutie,The New Year,Rock,2003,C,minor,4:06,124BPM
2043,A Perfect Circle,Judith,Rock,2000,B,minor,4:07,82BPM
2044,Interpol,Narc,Rock,2004,G,major,4:08,118BPM
2045,Baustelle,La guerra e finita,Pop,2005,E,major,4:22,130BPM
2046,Liars,The Other Side of Mt. Heart Attack,Rock,2006,B,major,4:44,65BPM
2047,Rufus Wainwright,The Art Teacher,Pop,2004,G♯/A♭,minor,3:53,139BPM
2048,Carrie Underwood,Before He Cheats,Pop,2005,F♯/G♭,minor,3:20,148BPM
2049,Deichkind,Arbeit nervt,Dance,2008,C♯/D♭,major,3:19,130BPM
2050,Gotye,Hearts a Mess,Pop,2006,F,minor,6:05,125BPM
2051,Sam Sparro,Black and Gold,Pop,2007,,,,
2052,Death in Vegas,Scorpio Rising,Rock,2002,G,major,5:30,158BPM
2053,Cornershop,Lessons Learned from Rocky I to Rocky III,Rock,2002,A,major,4:24,123BPM
2054,The (International) Noise Conspiracy,Capitalism Stole My Virginity,Rock,2001,A,minor,3:38,85BPM
2055,Dilated Peoples,Worst Comes to Worst,Hip Hop,2001,G♯/A♭,minor,3:36,92BPM
2056,Tom Petty and The Heartbreakers,The Last DJ,Rock,2002,A,minor,3:48,132BPM
2057,The Bear Quartet,What I Hate,Pop,2000,,,,
2058,Calexico & Iron and Wine,He Lays in the Reins,Rock,2005,,,,
2059,System of a Down,Toxicity,Rock,2001,G♯/A♭,major,3:39,117BPM
2060,Arthur Russell,That's Us/Wild Combination,Pop,2004,,,,
2061,Kate Bush,Mrs. Bartolozzi,Pop,2005,G,minor,5:59,102BPM
2062,Two Door Cinema Club,Something Good Can Work,Pop,2009,C,major,2:44,120BPM
2063,Groove Armada feat. Mutya Buena,Song 4 Mutya (Out of Control),Pop,2007,,,,
2064,Detroit Grand Pubahs,Sandwiches,Dance,2000,D,major,3:03,134BPM
2065,The Subways,Rock & Roll Queen,Rock,2005,,,,
2066,Scarface,On My Block,Hip Hop,2002,A♯/B♭,major,3:35,83BPM
2067,The Divine Comedy,Come Home Billy Bird,Pop,2004,B,minor,4:08,124BPM
2068,Linkin Park,Numb,Rock,2003,A,major,3:06,110BPM
2069,Regina Spektor,Samson,Pop,2002,B,major,3:10,89BPM
2070,Calexico,Ballad of Cable Hogue,Rock,2000,A,minor,3:29,136BPM
2071,Gwen Stefani,Cool,Pop,2004,D,major,3:09,112BPM
2072,Beck,Gamma Ray,Rock,2008,B,minor,2:57,168BPM
2073,The Hold Steady,Chips Ahoy!,Rock,2006,,,,
2074,Kanye West,Heartless,Hip Hop,2008,A♯/B♭,minor,3:31,88BPM
2075,DJ Falcon and Thomas Bangalter (Together),Together,Dance,2000,,,,
2076,Polarkreis 18,Allein allein,Pop,2008,G,minor,4:03,132BPM
2077,The Mae Shi,Run to Your Grave,Pop,2008,C,major,3:53,113BPM
2078,Telepathe,I Can't Stand It,Pop,2008,,,,
2079,Steely Dan,Things I Miss the Most,Pop,2003,C,major,3:59,116BPM
2080,Sleater-Kinney,You're No Rock n' Roll Fun,Rock,2000,,,,
2081,Modest Mouse,Tiny Cities Made of Ashes,Rock,2000,G♯/A♭,major,3:42,123BPM
2082,The Soundtrack of Our Lives,Sister Surround,Rock,2001,G,major,3:36,126BPM
2083,Of Montreal,The Party's Crashing Us,Pop,2005,,,,
2084,Kasabian,Where Did All the Love Go?,Rock,2009,C♯/D♭,major,4:18,134BPM
2085,The Supermen Lovers,Starlight,Dance,2001,,,,
2086,Goldie Lookin' Chain,"Guns Don't Kill People, Rappers Do",Hip Hop,2004,,,,
2087,Wild Beasts,Hooting & Howling,Pop,2009,,,,
2088,Les Wampas,Manu Chao,Rock,2003,E,major,2:49,141BPM
2089,Yo La Tengo,Mr. Tough,Rock,2006,,,,
2090,Justus Köhncke,Timecode,Dance,2004,,,,
